Gene	PVALUE
SPO11	0.0315
SPOCK1	7.52E-06
SPOCK2	0.0277
SPOCK3	4.26E-05
SPON1	9.49E-04
SPOP	0.0387
SPP1	0.00781
SPRED2	0.0138
SPRY2	4.65E-09
SPRY4	0.00253
SPSB1	0.00154
SPSB4	0.029
SPTB	0.0104
SPTBN1	0.0117
SPTBN4	0.0112
SPTBN5	0.00646
SPTLC2	0.00264
SPTLC3	0.00563
SPTSSA	1.10E-04
SQRDL	0.00856
SQSTM1	0.0451
SRD5A1	0.0086
SRGAP1	0.00137
SRGAP3	7.05E-04
SRI	0.048
SRPK1	0.0164
SRRM4	4.93E-04
SRSF3	0.0153
SS18	6.41E-04
SSBP3	0.00167
SSMEM1	0.0453
SSPO	0.0337
SSR1	0.00338
SSR3	0.00435
SSTR5	0.0488
ST14	4.33E-04
ST18	0.00107
ST3GAL1	0.00121
ST3GAL3	1.08E-06
ST3GAL6	0.00455
ST5	0.0278
ST6GAL1	0.00188
ST6GAL2	0.0214
ST6GALNAC3	1.15E-04
ST6GALNAC5	0.011
ST7	0.00224
ST8SIA1	0.0293
ST8SIA2	0.0297
ST8SIA3	0.04
ST8SIA4	0.00194
ST8SIA5	0.012
STAC	2.57E-06
STAG1	0.0471
STAG3	0.0463
STAG3L4	4.62E-05
STAM	0.0459
STAMBPL1	0.0397
STARD13	0.0355
STARD3	0.0115
STARD4-AS1	0.0233
STAT1	0.00541
STAT4	0.023
STAT5A	0.0037
STAU2-AS1	0.00285
STC1	0.0153
STC2	0.00138
STEAP1B	0.0337
STIM1	0.00315
STIM2	3.60E-04
STK10	0.00257
STK17B	0.0118
STK24	0.0214
STK3	6.28E-04
STK31	0.0095
STK32B	0.00129
STK32C	0.0485
STK35	0.00136
STK36	0.042
STK38L	0.0135
STK39	1.11E-04
STMN1	0.041
STMN2	0.00784
STMN4	0.0109
STMND1	0.0014
STOML3	0.00845
STON2	0.016
STOX2	0.0116
STPG2	0.0152
STRA8	0.0383
STT3A	0.0156
STT3B	0.0225
STX11	0.00815
STX18	0.00811
STX2	0.0356
STX8	4.38E-06
STXBP1	0.0102
STXBP5	0.00217
STXBP5-AS1	2.60E-04
STXBP6	0.00138
SUB1	0.0131
SUCLA2	0.00421
SUCLG1	0.04
SUCLG2	0.00184
SUDS3	0.00195
SUGCT	1.81E-04
SUGP2	2.87E-06
SULF1	0.00211
SULF2	0.00869
SULT1C2P1	1.85E-04
SULT6B1	0.0103
SUMF1	0.00179
SUMO1	0.0217
SUN1	0.034
SUN2	0.0019
SUN5	0.0141
SUPT3H	0.00128
SUPT5H	0.0257
SUPT6H	0.00508
SUSD5	0.0134
SV2B	0.00149
SV2C	0.00596
SVEP1	0.00129
SVIL	0.0035
SVOP	0.00614
SVOPL	0.0116
SWAP70	0.0483
SWT1	0.0202
SYCE1	0.0348
SYCE1L	0.00697
SYN3	0.00106
SYNDIG1	0.0121
SYNDIG1L	0.00755
SYNE1	0.0172
SYNE2	0.0057
SYNE3	0.0027
SYNGR4	0.0459
SYNJ1	0.0418
SYNJ2	0.00279
SYNJ2BP	0.0144
SYNPO	0.00603
SYNPO2	0.00261
SYNPR	0.00431
SYT1	6.45E-05
SYT10	0.00218
SYT14	0.0461
SYT17	0.0212
SYT6	2.09E-04
SYT9	6.35E-04
SZT2	0.00837
T	0.0148
TAAR1	0.00123
TAAR2	0.0222
TACC2	0.00497
TACR1	0.0253
TACR2	0.00356
TACR3	0.0367
TAF1B	0.00158
TAF2	0.00369
TAF3	0.0129
TAF4	0.0122
TAGLN	0.00571
TAMM41	0.0277
TANC1	0.0348
TANC2	3.19E-04
TANK	0.0249
TAOK1	0.0262
TAP1	0.00266
TAP2	1.20E-06
TAPT1	0.0328
TAPT1-AS1	0.02
TARS	0.0402
TAS2R1	2.33E-07
TAS2R46	0.00289
TAS2R60	0.027
TASP1	0.0315
TATDN2	2.70E-04
TBC1D1	3.48E-04
TBC1D10C	0.024
TBC1D12	0.0259
TBC1D17	3.09E-04
TBC1D22A	0.0395
TBC1D23	0.0445
TBC1D32	0.00534
TBC1D4	3.25E-04
TBC1D7	0.0446
TBC1D8	0.0159
TBC1D9	0.00331
TBCA	0.018
TBCD	0.00755
TBK1	0.0454
TBKBP1	0.0254
TBL1XR1	0.0034
TBX15	0.0167
TBX18	0.00742
TBX19	0.0268
TBX20	9.41E-04
TBX3	0.0119
TBX5	0.0306
TBX5-AS1	0.00142
TBXAS1	0.0176
TC2N	0.0217
TCEA3	0.00279
TCEB1P3	0.0101
TCEB3	0.0169
TCERG1L	3.33E-04
TCF19	1.22E-15
TCF4	0.00424
TCF7	0.021
TCF7L1	0.0084
TCF7L2	3.16E-04
TCFL5	0.0218
TCL6	0.0191
TCP10	2.87E-04
TCP11L2	0.0233
TDRD1	0.00758
TDRD3	0.0203
TDRD5	0.028
TDRD9	0.00709
TEAD1	0.0361
TEAD4	3.93E-04
TEC	0.0471
TECPR2	9.97E-05
TECRL	0.0204
TEKT3	0.00496
TEKT5	0.00752
TENM2	2.89E-05
TENM3	0.00132
TENM4	1.77E-05
TEP1	0.0137
TERF2	0.017
TET2	0.0491
TEX14	0.00408
TEX2	8.95E-04
TEX26	0.00667
TEX264	0.041
TEX29	0.00725
TEX36-AS1	0.0191
TEX37	0.00889
TFAP2A	0.0455
TFAP2B	0.00158
TFAP2C	0.00284
TFAP2D	0.0142
TFB1M	0.00676
TFIP11	0.00747
TFPI	0.0161
TFPI2	0.00368
TG	8.11E-04
TGFA	0.0422
TGFB2	0.0238
TGFBR2	0.00382
TGFBR3	0.00381
TGM6	0.00508
THADA	4.86E-04
THBS1	0.00511
THBS2	0.037
THEGL	0.00497
THEMIS	0.0367
THG1L	0.0168
THNSL2	0.00933
THRA	0.0433
THRB	4.46E-04
THRB-AS1	0.015
THSD4	1.10E-04
THSD7A	6.18E-04
THSD7B	3.49E-04
THUMPD1	0.0412
TIAM1	1.51E-05
TIAM2	0.0325
TIFAB	0.0388
TIGAR	0.0493
TIMD4	0.0276
TIMELESS	0.0229
TIMM17A	0.0193
TIMP2	0.0113
TIMP3	0.0492
TINAG	0.00231
TINCR	0.0343
TIPARP	0.0227
TIPIN	0.0202
TJP1	0.018
TJP2	6.41E-05
TKT	0.0218
TLE1	0.00438
TLE2	0.01
TLE3	2.10E-06
TLE4	8.20E-04
TLK1	0.00524
TLL1	0.0212
TLL2	0.0096
TLN2	0.00123
TLR10	0.0372
TLR4	0.00262
TLX1NB	0.0226
TM2D1	0.0129
TM4SF18	0.0021
TM4SF20	1.11E-07
TM4SF4	0.0205
TM7SF3	0.0129
TMBIM1	0.0492
TMC3	0.00915
TMC8	0.0191
TMCC1	0.0107
TMCC3	8.62E-04
TMCO3	0.0112
TMCO5A	0.0182
TMED3	0.0487
TMED5	0.0231
TMEFF2	0.0443
TMEM100	6.38E-05
TMEM106B	0.0198
TMEM108	0.0437
TMEM114	0.0112
TMEM117	8.62E-05
TMEM123	3.33E-12
TMEM130	0.0104
TMEM132B	4.02E-05
TMEM132C	0.0189
TMEM132D	0.00352
TMEM135	0.0399
TMEM150B	0.0129
TMEM154	0.0136
TMEM155	0.0123
TMEM156	0.00206
TMEM158	3.04E-04
TMEM161A	0.0442
TMEM161B	0.0168
TMEM161BP1	0.0105
TMEM163	0.01
TMEM167A	0.00187
TMEM17	0.0218
TMEM174	0.0404
TMEM175	0.0188
TMEM176A	0.0154
TMEM178B	2.85E-04
TMEM179	0.0069
TMEM18	0.0147
TMEM182	9.61E-05
TMEM183A	0.0486
TMEM184B	0.0135
TMEM192	0.0343
TMEM200A	2.55E-05
TMEM209	0.0324
TMEM213	0.0118
TMEM215	0.00186
TMEM218	0.0206
TMEM229A	0.00955
TMEM229B	0.0399
TMEM230	0.0338
TMEM236	0.0128
TMEM244	0.00485
TMEM252	7.40E-04
TMEM260	6.37E-04
TMEM261	4.82E-06
TMEM263	8.09E-04
TMEM266	0.0027
TMEM30B	2.31E-04
TMEM33	0.0479
TMEM38B	0.0112
TMEM39A	0.0218
TMEM44-AS1	0.0204
TMEM45B	0.00387
TMEM50B	0.00628
TMEM51	0.00619
TMEM53	5.87E-04
TMEM59	0.0139
TMEM60	0.0114
TMEM63C	0.0198
TMEM64	2.61E-04
TMEM65	0.00891
TMEM72-AS1	6.76E-05
TMEM74	0.0191
TMEM9	0.0398
TMEM92	0.0412
TMIGD2	0.0477
TMOD1	0.019
TMPRSS11F	0.00379
TMPRSS15	0.00703
TMPRSS2	0.00126
TMPRSS4	0.00263
TMPRSS5	0.0298
TMSB10	0.00345
TMTC1	0.00954
TMTC2	2.41E-04
TMTC4	8.58E-14
TMX3	0.00548
TNC	0.0176
TNFAIP2	0.0447
TNFAIP8	0.0414
TNFRSF11A	0.0152
TNFRSF13B	0.00214
TNFRSF1B	0.0462
TNFRSF21	0.0451
TNFSF10	0.00127
TNFSF11	0.0465
TNFSF13	0.0272
TNFSF18	0.0183
TNFSF4	0.0361
TNFSF8	1.99E-05
TNIK	0.0125
TNIP1	0.0252
TNIP3	2.91E-04
TNKS	0.022
TNN	0.0137
TNP1	1.18E-05
TNPO1	0.00791
TNR	0.00519
TNRC18	0.00145
TNRC6A	0.0356
TNRC6B	0.00157
TNRC6C	0.0404
TNS1	0.0016
TNS3	4.68E-06
TNXB	1.12E-04
TOM1	0.0428
TOM1L1	0.00232
TOMM20	0.00106
TOMM40L	0.0397
TOMM70	0.00177
TOR1AIP1	0.00633
TOX	0.00288
TOX2	0.00166
TP53BP2	0.029
TP53I11	0.00451
TP53INP1	0.00357
TP53INP2	0.0161
TP63	0.00459
TP73	0.0091
TP73-AS1	0.0164
TPD52	0.00361
TPK1	0.023
TPO	0.00635
TPR	0.0116
TPRA1	0.00383
TPRG1	0.00411
TPT1	0.0474
TPTE	2.37E-04
TPTE2	0.0386
TRA2A	0.0168
TRABD2B	5.90E-04
TRAF3IP2	0.0497
TRAF3IP3	6.54E-04
TRAF5	0.00926
TRAF6	0.00283
TRAK1	0.00251
TRAM1L1	0.0011
TRANK1	0.00582
TRAPPC9	0.0224
TRDMT1	0.00792
TRDN	0.00609
TREML4	0.00617
TRERF1	0.0129
TRH	0.00119
TRHDE	0.00826
TRIB2	0.0283
TRIL	0.0171
TRIM14	0.0078
TRIM15	1.51E-04
TRIM2	0.0197
TRIM23	0.004
TRIM26	2.32E-05
TRIM27	0.0212
TRIM29	0.0338
TRIM3	0.0466
TRIM31	7.90E-07
TRIM33	0.0127
TRIM36	7.56E-04
TRIM39	0.00156
TRIM40	0.0445
TRIM42	1.94E-04
TRIM44	0.0253
TRIM67	0.00618
TRIM69	0.00534
TRIM71	0.0253
TRIM9	0.00483
TRIML1	0.0103
TRIML2	0.0245
TRIO	0.0242
TRIP10	0.00952
TRIP13	0.0429
TRMT10A	0.0295
TRMT44	0.0371
TRPA1	0.00454
TRPC2	0.0414
TRPC3	0.00267
TRPC4	1.37E-06
TRPC6	0.0108
TRPC7	0.0473
TRPM1	6.31E-04
TRPM3	3.11E-08
TRPM7	0.00426
TRPM8	0.00965
TRPS1	7.67E-04
TRPV3	0.00504
TRUB1	0.00281
TSC1	0.0153
TSC22D2	0.0231
TSEN15	0.0485
TSHZ1	0.00742
TSHZ2	0.00223
TSHZ3	5.32E-04
TSLP	0.00486
TSN	5.47E-04
TSPAN1	0.00441
TSPAN11	0.00544
TSPAN14	0.0127
TSPAN15	8.24E-05
TSPAN18	0.00214
TSPAN19	0.0491
TSPAN2	0.0344
TSPAN5	0.0191
TSPAN9	8.40E-04
TSPEAR	0.012
TSPOAP1	0.00431
TSPYL5	0.0477
TSPYL6	0.00939
TSSC1	0.0354
TTC13	0.0428
TTC17	0.00279
TTC19	0.0119
TTC21A	0.0112
TTC23	0.0102
TTC23L	4.38E-04
TTC26	0.00701
TTC28	0.0458
TTC29	0.0253
TTC34	0.0465
TTC37	0.0231
TTC39B	3.69E-04
TTC39C	0.0374
TTC4	1.71E-04
TTC7A	0.0205
TTC7B	0.00331
TTLL12	0.0236
TTLL2	0.00421
TTLL7	1.92E-10
TTLL8	0.00807
TTYH2	0.00472
TUB	0.00479
TUBA8	0.0233
TUBAL3	0.0286
TUBB1	0.00212
TUBB4A	0.0457
TUBD1	0.011
TUBGCP6	0.0441
TULP1	0.00115
TULP3	0.0263
TUNAR	0.0119
TUSC1	0.0171
TUSC3	0.0032
TUSC7	0.0318
TWIST2	0.0375
TWISTNB	1.04E-08
TXK	0.0133
TXN	0.00228
TXNDC16	0.0036
TXNDC2	0.00186
TXNDC5	1.96E-04
TXNDC8	0.00272
TXNL1	0.0138
TXNRD1	0.00948
TXNRD2	0.0172
TXNRD3	0.00347
TYK2	0.011
TYRP1	8.67E-04
U2SURP	0.029
UACA	0.026
UBA6-AS1	0.0175
UBAC2	0.021
UBAC2-AS1	0.00935
UBAP1	8.44E-04
UBAP2	0.0141
UBASH3B	0.0403
UBD	3.78E-10
UBE2D1	0.0421
UBE2E1	1.42E-04
UBE2E2	0.0235
UBE2E2-AS1	0.0143
UBE2E3	0.00162
UBE2G1	0.0292
UBE2H	0.0189
UBE2Q2	0.0333
UBE2QL1	0.00494
UBE2U	0.0279
UBE2V1	0.0117
UBE2V2	1.07E-04
UBE3B	0.0118
UBE3C	0.0102
UBE3D	0.00802
UBIAD1	0.0224
UBL4B	0.026
UBN1	0.00264
UBOX5	0.00293
UBQLN3	0.00411
UBR2	0.00489
UBR3	0.00235
UBTD1	0.00412
UBTD2	0.0338
UBXN11	0.0189
UBXN2B	0.0171
UBXN4	0.0243
UCN3	1.85E-04
UCP1	0.0333
UEVLD	0.045
UFM1	0.0198
UFSP2	8.82E-06
UGCG	0.0276
UGGT2	0.0151
UGT1A10	9.51E-05
UGT1A6	7.85E-04
UGT2A1	0.0295
UGT2B4	0.0457
UGT8	0.0125
UHRF1	0.0192
UHRF1BP1	0.047
ULK4	0.00918
UNC13B	0.00181
UNC13C	0.00139
UNC45B	0.0242
UNC5A	0.0395
UNC5B	2.41E-04
UNC5C	0.0319
UNC5CL	8.76E-05
UNC5D	0.0038
UNC79	0.0272
UNC80	0.00809
UNC93A	0.0265
UNC93B1	0.0267
UPF2	0.00394
UPK3A	2.67E-04
UPP2	0.0425
UQCC1	0.0298
UQCC2	0.0206
UQCRFS1	0.00403
URB2	0.0187
URI1	4.04E-04
UROS	0.0299
USH1C	0.00257
USH2A	0.00754
USO1	0.0208
USP12	0.00467
USP13	0.0268
USP16	9.46E-04
USP20	0.00142
USP22	0.014
USP24	0.0164
USP25	0.0275
USP28	0.0432
USP3	0.00346
USP31	0.0257
USP34	0.0208
USP37	0.0166
USP40	0.0282
USP44	4.30E-05
USP46	0.00723
USP47	0.00963
USP48	0.00396
USP7	5.09E-05
USP8	0.0477
USPL1	0.0145
UST	6.37E-06
UTP20	0.0156
UTRN	4.17E-04
VAMP1	0.00203
VAMP3	0.00146
VAMP5	6.76E-14
VANGL1	0.00128
VAPA	0.0127
VARS2	7.39E-05
VASH1	0.00136
VASH2	4.70E-04
VAT1L	0.00292
VAV2	0.00181
VAV3	1.15E-04
VCAM1	4.01E-04
VCAN	2.36E-04
VDR	5.23E-04
VEGFA	0.0355
VEGFC	0.0124
VENTXP7	0.0271
VEPH1	0.00595
VGLL2	3.07E-04
VGLL3	0.00154
VGLL4	0.0306
VIP	0.00868
VIPR2	0.0245
VIT	0.0162
VLDLR	0.024
VMP1	0.0315
VN1R10P	8.41E-04
VOPP1	0.021
VPREB1	0.0429
VPS13B	0.0212
VPS33B	0.00758
VPS4B	0.0193
VPS50	0.00438
VPS52	0.0108
VPS54	8.09E-04
VRK1	2.82E-05
VRK2	0.0173
VSIG8	0.0191
VSTM2A	0.00122
VSTM2A-OT1	0.0182
VSTM2B	0.0309
VSTM2L	0.0233
VSTM4	8.82E-04
VSTM5	9.70E-04
VTCN1	3.18E-04
VTI1A	0.00921
VTRNA2-1	0.00874
VWA2	0.0152
VWA5A	0.0475
VWA5B2	0.0282
VWA8	0.0397
VWC2	0.00628
VWDE	0.0183
VWF	0.00336
WAC	0.0233
WAC-AS1	0.0384
WARSP1	0.0113
WASF3	0.00152
WASL	0.0171
WBP4	0.0425
WBSCR17	0.00279
WDFY2	0.00333
WDHD1	0.0418
WDPCP	0.0459
WDR1	0.00413
WDR11	2.66E-06
WDR11-AS1	0.0018
WDR17	0.0116
WDR26	0.0175
WDR31	0.0296
WDR41	0.0438
WDR48	0.0119
WDR59	0.0381
WDR60	0.00106
WDR62	0.0119
WDR63	0.00147
WDR7	0.00842
WDR70	0.00413
WDR72	4.66E-04
WDR73	0.0317
WDR91	0.0134
WDYHV1	1.40E-04
WFDC1	0.00716
WFDC13	0.0353
WIF1	0.0457
WIPF3	1.82E-05
WIPI1	0.035
WIPI2	0.0378
WISP1	0.0475
WLS	0.0353
WNK1	0.0109
WNT2	0.0185
WNT3A	6.31E-04
WNT4	0.041
WNT5B	0.0148
WNT8A	2.56E-04
WNT9A	0.011
WRN	2.09E-04
WRNIP1	0.0382
WSB1	0.0105
WSCD2	0.0384
WT1	0.00199
WT1-AS	0.00617
WWC1	0.0163
WWC2	0.036
WWOX	1.45E-04
WWP2	0.0467
WWTR1	0.00491
XCL2	0.0154
XDH	0.00326
XIRP2	0.00137
XKR3	5.01E-08
XKR4	1.25E-04
XKR5	0.00229
XKR9	0.0152
XPA	0.025
XPC	0.01
XPNPEP1	0.00822
XPO6	0.0155
XRCC2	0.0196
XRCC5	0.0382
XRN1	0.0223
XRRA1	6.96E-04
XXYLT1	0.0023
XYLB	0.0435
XYLT1	0.00147
YBX3	0.0288
YEATS4	0.0317
YIPF5	1.23E-05
YIPF7	0.00618
YPEL2	0.0415
YTHDC1	0.0497
YTHDC2	0.0104
YWHAH	0.0195
YWHAZ	0.0298
ZADH2	0.0323
ZBBX	0.00322
ZBED3	0.0289
ZBED5-AS1	0.00246
ZBED9	0.0489
ZBTB16	0.00543
ZBTB18	0.016
ZBTB2	0.00793
ZBTB20	6.67E-05
ZBTB22	0.0151
ZBTB26	2.52E-04
ZBTB38	0.00306
ZBTB43	0.00748
ZBTB44	0.00205
ZBTB46	0.0144
ZBTB7C	0.00222
ZBTB8OSP2	0.0227
ZC3H12C	3.14E-04
ZC3H15	0.00141
ZC3H18-AS1	0.00594
ZC3H3	0.0282
ZC3H6	0.00601
ZC3HAV1	0.0163
ZCCHC14	0.00279
ZCCHC17	2.08E-04
ZCCHC24	0.0175
ZCCHC6	0.00297
ZCCHC7	0.0385
ZCWPW1	0.00582
ZCWPW2	4.93E-05
ZDBF2	0.0296
ZDHHC11	0.0295
ZDHHC14	0.00933
ZDHHC16	0.0446
ZDHHC21	5.94E-05
ZDHHC4	0.00211
ZDHHC7	0.00983
ZEB1-AS1	0.0281
ZFAND1	0.029
ZFAND2A	0.00181
ZFAND4	0.00383
ZFAT	6.53E-04
ZFHX3	0.00881
ZFHX4	0.0208
ZFP2	8.19E-04
ZFP42	0.0357
ZFP57	1.24E-08
ZFP64	0.0195
ZFP69B	0.045
ZFP90	0.0014
ZFPM2	0.011
ZFR	0.0445
ZFYVE1	0.0256
ZFYVE21	0.0445
ZFYVE9	0.0441
ZHX2	0.0116
ZIM2	0.0328
ZKSCAN2	0.00751
ZMAT3	0.0134
ZMAT4	0.00142
ZMAT5	0.0191
ZMIZ1	0.00386
ZMIZ1-AS1	0.00118
ZMYM4	0.0104
ZMYND15	0.0216
ZNF106	0.0256
ZNF107	0.013
ZNF112	0.0354
ZNF117	0.0123
ZNF12	0.00831
ZNF136	0.0177
ZNF174	0.00324
ZNF181	0.0306
ZNF202	0.0361
ZNF207	0.0147
ZNF217	0.0213
ZNF236	0.0263
ZNF253	0.00951
ZNF254	0.0106
ZNF256	0.0463
ZNF257	0.0345
ZNF274	0.0164
ZNF280D	0.0378
ZNF283	0.0284
ZNF295-AS1	0.0107
ZNF317	0.00294
ZNF326	0.00318
ZNF32-AS3	0.0369
ZNF354A	0.00207
ZNF354B	0.0302
ZNF354C	0.0052
ZNF362	0.00535
ZNF365	0.00515
ZNF366	0.00466
ZNF37A	0.0276
ZNF385B	0.0473
ZNF385D	9.68E-05
ZNF407	0.0209
ZNF410	0.0189
ZNF416	0.00151
ZNF420	0.0344
ZNF423	2.63E-04
ZNF426	0.0198
ZNF429	0.00113
ZNF431	0.0163
ZNF436-AS1	2.13E-04
ZNF438	0.0484
ZNF44	0.031
ZNF440	0.027
ZNF446	0.0361
ZNF462	0.0116
ZNF467	0.037
ZNF484	0.0375
ZNF487	0.00534
ZNF488	0.028
ZNF496	4.89E-04
ZNF502	0.00232
ZNF503-AS1	0.0217
ZNF507	0.0106
ZNF512	0.0378
ZNF516	0.00133
ZNF518A	0.0146
ZNF518B	0.00627
ZNF521	0.00996
ZNF527	0.0485
ZNF528	0.00433
ZNF530	0.00209
ZNF536	0.00942
ZNF549	0.00182
ZNF550	0.00175
ZNF564	0.01
ZNF578	0.0116
ZNF585A	0.0234
ZNF592	0.0065
ZNF596	0.0093
ZNF597	0.00987
ZNF608	0.0193
ZNF611	3.31E-05
ZNF622	0.00905
ZNF626	0.00296
ZNF638	0.0164
ZNF644	0.003
ZNF648	1.93E-04
ZNF66	0.017
ZNF679	0.0214
ZNF706	0.0455
ZNF708	0.0325
ZNF709	0.0479
ZNF710	0.0202
ZNF716	3.40E-06
ZNF718	0.0255
ZNF727	0.0374
ZNF736	0.00622
ZNF74	0.00321
ZNF740	0.00723
ZNF750	1.14E-06
ZNF75A	0.0486
ZNF767P	0.0415
ZNF772	0.0251
ZNF775	0.00842
ZNF776	0.0243
ZNF790	0.0212
ZNF804A	0.0204
ZNF804B	0.00632
ZNF806	0.00151
ZNF83	0.0116
ZNF831	0.00942
ZNF850	0.0489
ZNF876P	0.0347
ZNF92	0.0446
ZNHIT6	0.00761
ZNRD1	3.09E-12
ZNRF2	0.0124
ZP3	0.00657
ZPBP	0.0147
ZPLD1	0.00371
ZSCAN23	0.0388
ZSCAN4	0.0219
ZSCAN9	0.00551
ZWINT	0.0063
ZYG11B	1.35E-10
ZZEF1	0.0375
